rabid baseball fan and 47
royal families did not 56
royal families that had 72
royal families who had 136
royal finances did not 97
royal fortress being now 54
royal fugitive and his 58
royal genealogy was not 86
royal goodness can not 60
royal governor and his 832
royal governor did not 54
royal governor was not 72
royal governor who had 82
royal governor who was 94
royal highness and his 211
royal highness can not 57
royal highness did not 243
royal highness does not 133
royal highness for his 62
royal highness for not 43
royal highness for that 47
royal highness had not 280
royal highness has not 88
royal highness has too 54
royal highness that they 144
royal highness that you 41
royal highness was not 161
royal highness was now 65
royal highness was then 50
royal marriages for his 71
royal minstrel than one 62
royal mistress and her 315
royal mistress and his 43
royal mistress for her 43
royal mistress who was 47
royal officers who had 267
royal officials and not 57
royal officials and tax 53
royal officials did not 235
royal officials that they 99
royal officials who are 52
royal officials who had 353
royal presence and that 42
royal presence did not 44
royal presence was not 50
royal presence with his 120
royal princess and her 42
royal princess who had 51
royal princess who was 73
royal prisoner and his 55
royal provision had not 78
royal psalmist has put 59
royal servants who had 135
royal speeches are but 49
royal standard was but 46
royal standard was not 61
royal standard was set 245
royal standard with his 61
royal standard with its 40
royal treasurer that you 50
ruining hundreds ere they 54
ruled portugal and its 44
ruler renowned for his 110
rules concerning how they 41
rules concerning its use 127
rules concerning them are 131
rules concerning who can 63
rules concerning who may 131
rules conflict with each 186
rules conflict with one 157
rules designed for use 51
rules dictates how and 42
rules interact with each 84
rules interact with one 56
rules obviously can not 48
rules provided that all 142
rules provided that any 135
rules provided that each 95
rules provided that they 60
rules provided they are 101
rules provides that they 42
rules regulating its own 98
rules regulating its use 48
rules required for its 74
rules required that all 247
rules required that any 88
rules required that each 120
rules required that she 45
rules required that they 114
rules respecting its own 131
rules respecting them can 117
rules restrict any use 54
rules specifying who can 64
rules suggests that they 40
rules suitable for all 44
rules suitable for that 46
rules whenever they are 71
rumor credited him with 79
running argument with his 106
running condition and that 43
running contrast than that 67
running directly east and 135
running directly that way 217
running expenses and for 125
running expenses are met 88
running expenses are not 43
running parallel and near 104
running parallel with all 95
running parallel with and 1868
running parallel with any 40
running parallel with both 58
running parallel with each 1556
running parallel with her 118
running parallel with him 58
running parallel with his 290
running parallel with its 360
running parallel with one 663
running parallel with our 293
running parallel with that 618
running parallel with them 587
running parallel with this 446
running programs that are 283
running programs that use 114
running properly and that 158
running stitches and then 49
running straight for her 40
running straight for him 79
running straight for his 40
running straight for them 63
rural artisans who are 53
rural children are not 103
rural children can not 65
rural children did not 100
rural children who are 123
rural children who had 53
rural compared with that 63
rural counties and one 44
rural counties are not 56
rural counties did not 70
rural counties that are 97
rural counties that had 77
rural counties with few 49
rural district had its 50
rural district has its 53
rural district not far 43
rural dwellers are not 80
rural dwellers can not 72
rural dwellers did not 75
rural dwellers who are 175
rural dwellers who had 114
rural education and its 60
rural education has not 41
rural families and for 44
rural families are being 42
rural families are not 86
rural families can not 98
rural families did not 168
rural families that had 64
rural families who are 201
rural families who had 120
rural industry and its 65
rural industry can not 49
rural industry did not 68
rural industry was not 114
rural laborers who are 44
rural laborers who had 54
rural locations that are 43
rural migrants are not 100
rural migrants did not 75
rural migrants who are 135
rural migrants who had 147
rural parishes are but 64
rural problems are not 41
rural villages and are 72
rural villages are not 66
rural villages that are 74
rural villages that had 51
rusty shackles that had 41
