nagging loud voice that 83
never left alone and 163
never left alone but 44
never left alone for 491
never left alone now 115
never left alone with 691
never left anything for 57
never left anything lying 50
never left anything out 54
never left heaven for 55
never left italy and 44
never left paris and 60
never left until she 41
never left until they 53
never less alone than 2505
never less happy than 47
never less often than 55
never lets anything get 62
never lied about her 95
never lied about his 158
never lied about that 279
never lied under oath 47
never life shall get 88
never like anything that 58
never like anything you 45
never like people who 61
never live longer than 96
never live under one 57
never look about for 43
never look about them 52
never look after her 42
never look after him 61
never look after them 80
never look anything but 231
never look where they 139
never look where you 123
never lose anything that 48
never lose sight for 100
never lose sight that 469
never lose touch with 1524
never losing either his 40
never losing sight for 84
never losing touch with 534
never lost anything that 65
never lost anything yet 63
never lost either her 42
never lost either his 329
never lost either its 61
never lost favor with 59
never lost money for 51
never lost sight and 61
never lost sight for 392
never lost sight nor 57
never lost sight that 188
never lost touch and 51
never lost touch with 7414
never love again and 69
never love anything but 74
never love where they 59
never lust after her 41
never made above two 49
never made anything but 441
never made anything easy 50
never made anything for 89
never made anything out 572
never made anything that 246
never made anything with 46
never made aware that 136
never made known but 52
never made known his 121
never made money and 112
never made money for 120
never made money out 81
never made plans for 111
never made sense and 66
never made sense for 66
never made sense that 130
never made terms with 50
never made trials nor 47
never make anything but 264
never make anything out 731
never make anything that 116
never make aught but 51
never make money for 44
never make music any 78
never make plans for 69
never make plans that 130
never make sense for 78
never make sense out 81
never make terms with 293
never making terms with 54
never means anything but 307
never means anything that 175
never meant anything but 438
never meant anything that 42
never meant aught but 41
never meet again and 240
never meet again but 88
never meet again for 72
never meet again had 87
never meet again this 104
never meet again with 144
never meet people who 56
never meet until they 52
never mend anything that 120
never mind about all 413
never mind about any 46
never mind about being 63
never mind about her 344
never mind about him 537
never mind about his 458
never mind about that 10435
never mind about them 487
never mind about this 141
never mind anything you 43
never mind seeking for 43
never mind waiting for 74
never mind where she 46
never mind where they 206
never mind where you 243
never mind which one 187
never mind which way 151
never miss anything that 52
never more abase our 70
never more acute than 332
never more alert than 89
never more alive and 87
never more alive than 781
never more alone than 250
never more amusing than 171
never more could see 147
never more could she 81
never more cruel than 143
never more deadly than 70
never more easily than 90
never more enjoy that 46
never more fatal than 80
never more fully and 70
never more fully than 80
never more glaring than 50
never more greek than 41
never more happy and 58
never more happy than 4681
never more healthy than 45
never more human than 132
never more might see 151
never more moved than 108
never more noble than 79
never more often than 162
never more pleasing than 104
never more proud than 165
never more quiet than 50
never more raise its 98
never more rapid than 97
never more renew his 66
never more right than 200
never more shall hear 114
never more shall see 992
never more shall that 99
never more shall they 97
never more shall you 209
never more shalt see 73
never more shalt thou 358
never more shown than 71
never more sorry for 41
never more strong than 77
never more sweet and 41
never more truly and 61
never more truly than 56
never more uneasy than 118
never more valid than 72
never more vital than 148
never more vivid and 87
never more vivid than 207
never more would her 54
never more would his 43
never more would see 75
never more would set 91
never more would she 203
never more would they 120
never much cared for 3160
never much danger that 85
never much doubt that 1343
never much helps our 71
never much liked and 47
never much liked being 97
never much liked each 60
never much liked her 174
never much liked him 269
never much liked his 163
never much liked that 375
never much liked them 41
never much liked this 67
never much longer than 143
never much taken with 78
never much wider than 43
never need place his 41
never need visit two 57
never none shall hit 65
never once asked any 45
never once asked for 945
never once asked her 383
never once asked him 539
never once asked his 89
never once asked how 150
never once asked that 87
never once asked them 63
never once asked why 95
never once asked you 159
never once broke his 79
never once changing his 40
never once cried out 244
never once dreaming that 419
never once dreams that 238
never once found any 58
never once found her 53
never once found him 88
never once found that 128
never once found them 43
never once given any 52
never once given her 155
never once given him 116
never once hints that 133
never once known her 53
never once known him 53
never once letting her 59
never once letting his 66
never once lifting her 97
never once lifting his 82
never once looking out 41
never once moved his 46
never once opening his 63
never once pausing for 41
never once raise its 48
never once raising her 71
never once raising his 136
never once shown any 82
never once since that 49
never once slept out 94
never once slept with 51
never once spoke out 94
never once spoke with 56
never once taken her 112
never once taken his 147
never once taken off 87
never once thinking that 524
never once turning her 93
never once turning his 341
never once voted for 75
never once would she 62
never over until you 81
never paid above one 114
never paid anything for 322
never paid money for 43
never paid taxes and 49
never paid taxes for 58
never part after being 61
never pass under this 49
never pays money for 69
never pity soothe thee 117
never play again and 64
never play again for 71
never play anything but 147
never play cards for 62
never play cards with 225
never play games with 192
never play poker with 133
never quit looking for 80
never quit praying for 55
never quit until they 40
never quit until you 51
never quit while they 44
never reach anything but 117
never reads anything but 418
never reads anything that 44
never reaps first and 47
never rest until all 158
never rest until her 58
never rest until his 254
never rest until our 61
never rest until she 1861
never rest until that 98
never rest until they 3568
never rest until this 143
never rest until you 684
never rise above being 97
never rise above her 60
never rise above his 310
never rise above its 375
never rise above one 87
never rise above our 125
never rise above that 385
never rise above them 98
never rise above this 239
never rise again and 112
never rise again for 42
never rode anything but 40
never rose above being 83
never rose above his 226
never rose above its 162
never rose above one 177
never rose above six 51
never rose above ten 79
never rose above that 301
never rose above them 69
never rose above this 177
never rose above two 162
never rose again for 41
never rose later than 50
never rule anything out 87
never said anything all 55
never said anything and 596
never said anything bad 838
never said anything but 2324
never said anything for 284
never said anything mean 208
never said anything new 48
never said anything one 283
never said anything out 448
never said anything she 178
never said anything that 3892
never said anything was 135
never said anything with 57
never said anything you 53
never said aught but 81
never said right out 48
never said thanks for 51
never said where she 260
never said where they 89
never said where you 163
never said which one 109
never sank lower than 78
never saying anything but 76
never saying anything that 215
never says anything and 109
never says anything bad 165
never says anything but 310
never says anything she 50
never says anything that 1036
never says where she 47
never seeing anything but 224
never seem anything but 85
never seem quite real 172
never seen action and 96
never seen after his 46
never seen after that 431
never seen after they 44
never seen after this 42
never seen again and 951
never seen again but 157
never seen again for 40
never seen again nor 48
never seen again that 98
never seen anything and 107
never seen anything bad 45
never seen anything but 2694
never seen anything die 47
never seen anything out 162
never seen anything she 50
never seen anything that 5410
never seen anything this 324
never seen anything with 158
never seen anything yet 107
never seen anything you 41
never seen aught but 92
never seen begging his 49
never seen black and 41
never seen black men 103
never seen either her 129
never seen either him 56
never seen either his 47
never seen either man 86
never seen either one 525
never seen either you 82
never seen finer men 53
never seen forks and 71
never seen grown men 121
never seen mother cry 44
never seen nearer than 52
never seen people act 69
never seen people get 52
never seen people that 123
never seen people who 293
never seen people with 111
never seen quite that 231
never seen quite this 50
never seen since and 67
never seen since her 84
never seen since his 293
never seen since our 58
never seen since she 212
never seen since that 296
never seen since then 78
never seen since they 102
never seen under any 98
never seen until now 411
never seen until she 59
never seen until that 236
never seen until then 98
never seen until they 105
never seen until this 114
never seen where they 44
never seen where you 71
never seen white men 1394
never seen within its 46
never seen women who 45
never seen women with 48
never sees anything and 68
never sees anything but 310
never sees anything that 143
never sets about any 87
never shed blood but 41
never shed blood with 45
never shod horse but 46
never shot anything but 151
never show anything but 66
never shut while his 52
never sign anything that 138
never sink below this 75
never sink lower than 46
never sits still and 48
never sits still for 97
never sold anything and 41
never sold anything but 76
never sold anything that 40
never sold fewer than 42
never sold until they 41
never speak about her 78
never speak about him 150
never speak about his 71
never speak about that 100
never speak about them 93
never speak about this 171
never speak about you 42
never speak above her 60
never speak again and 84
never speak anything but 228
never speak until you 44
never stay longer than 209
never stay still for 125
never stay still long 56
never stay where they 87
never stay where you 42
never stop changing and 48
never stop cutting each 95
never stop finding new 43
never stop growing and 220
never stop kissing her 53
never stop learning and 413
never stop learning how 62
never stop learning new 83
never stop looking for 932
never stop missing her 90
never stop missing him 135
never stop missing them 51
never stop missing you 46
never stop praying for 296
never stop reaching for 53
never stop running for 51
never stop talking and 174
never stop telling you 126
never stop thanking god 169
never stop thanking you 68
never stop thinking and 62
never stop thinking that 121
never stop until all 69
never stop until she 240
never stop until that 56
never stop until they 759
never stop until you 305
never stop waiting for 85
never stop wanting her 72
never stop wanting him 41
never stop wanting you 119
never stop working and 64
never stop working for 299
never stop yearning for 49
never such bland and 79
never sunk lower than 58
never sure about his 55
never sure about how 49
never sure about that 277
never sure about this 47
never sure where his 67
never sure where she 66
never sure where they 189
never sure where you 88
never sure which one 397
never sure which was 189
never sure which way 175
never take anything but 262
never take anything for 1861
never take anything off 50
never take anything out 149
never take anything that 684
never take anything too 50
never take anything you 41
never take issue with 77
never take longer than 197
never take money for 185
never take place and 322
never take place but 268
never take place for 92
never take place near 51
never take place now 44
never take place with 212
never take risks with 54
never take sides with 105
never take snuff but 45
never taking anything for 212
never talk about all 60
never talk about any 170
never talk about being 116
never talk about death 54
never talk about god 183
never talk about going 44
never talk about her 756
never talk about him 823
never talk about his 547
never talk about how 452
never talk about our 333
never talk about sex 292
never talk about that 1750
never talk about them 848
never talk about things 289
never talk about this 789
never talk about why 40
never talk about with 154
never talk about you 222
never talk anything but 213
never talk broad any 51
never teach anything that 41
never teach either oak 53
never tease harry and 58
never tell about him 53
never tell about that 75
never tell about them 103
never tell about this 47
never tell anything and 43
never tell anything but 69
never tell anything that 134
never tell people how 70
never tell people that 219
never tell tales out 136
never tell until you 77
never tell where his 1240
never tell where one 238
never tell where she 99
never tell where that 183
never tell where they 255
never tell where you 160
never tell which one 347
never tell which was 169
never tell which way 419
never think about all 63
never think about and 42
never think about any 101
never think about art 49
never think about being 186
never think about death 158
never think about doing 117
never think about dying 80
never think about god 138
never think about going 119
never think about her 334
never think about him 490
never think about his 114
never think about how 440
never think about its 54
never think about our 101
never think about sex 112
never think about that 1434
never think about them 1386
never think about things 165
never think about this 278
never think about who 46
never think about why 46
never think about you 222
never think again that 136
never think anything bad 59
never think anything but 122
never those about him 82
never those which are 51
never threw anything out 586
never throw anything but 48
never throw anything out 445
never told about any 67
never told about her 88
never told about his 96
never told about that 84
never told about them 103
never told about this 221
never told anything but 148
never told anything that 144
never told people that 143
never told tales out 46
never told until long 47
never told where she 64
never told where they 96
never took anything but 181
never took anything for 681
never took anything off 50
never took anything out 254
never took anything that 453
never took anything too 82
never took issue with 202
never took longer than 142
never took money for 398
never took pains with 49
never took penny for 328
never took place and 1847
never took place are 44
never took place but 304
never took place due 170
never took place for 215
never took place owing 115
never took place that 89
never took place was 148
never took place with 83
never took sides with 63
never trod until they 50
never true since our 64
never trying anything new 60
never turn aside and 53
never turn aside for 51
never turn round and 101
never used after that 46
never used again and 112
never used again for 253
never used alone and 55
never used alone but 207
never used alone for 51
never used anything but 736
never used anything that 47
never used drugs and 139
never used either one 45
never used stone for 43
never used until now 46
never uses anything but 132
never uses force and 62
never very close and 60
never very close with 48
never very fixed nor 49
never very happy with 481
never very large and 520
never very large but 71
never very large nor 44
never very strong and 407
never very strong for 40
never wait longer than 85
never wait until all 48
never wait until you 72
never wake again but 53
never walk again and 349
never walk again but 65
never walk alone with 53
never walk under but 194
never want anything bad 42
never want anything but 108
never want anything for 61
never want anything that 120
never want money all 80
never wears anything but 193
never well after that 95
never went about any 219
never went about with 118
never went after any 65
never went after her 68
never went after him 130
never went after them 105
never went aside for 97
never went below that 95
never went fishing with 77
never went hungry and 201
never went hungry for 74
never went hunting with 93
never went looking for 613
never went lower than 251
never went quite out 90
never went quite that 299
never went right for 54
never went steady with 61
never went where they 46
never went while you 65
never were alone with 81
never were anything but 286
never were defeat and 43
never were fewer than 52
never were given any 54
never were greed and 75
never were noted for 46
never were people who 50
never were under any 57
never will admit that 864
never will again see 68
never will agree with 132
never will allow any 108
never will allow that 237
never will arise any 180
never will doubt that 106
never will exist for 65
never will marry any 126
never will marry him 60
never will marry now 84
never will marry you 86
never will preach any 78
never will stand for 48
never will until that 133
never will until they 116
never will until you 128
never wore anything but 1275
never wore anything that 260
never wore round her 60
never work after you 53
never work again and 179
never work again for 147
never work under him 48
never worn anything but 613
never worn anything that 130
never worth while for 56
never writ anything but 63
never writ anything for 55
never writ anything with 77
never wrong about that 53
never wrong about things 71
never wrong about this 45
never your father nor 107
newer ones which are 109
newly born child and 348
newly born child are 95
newly born child can 59
newly born child for 41
newly born child had 50
newly born child has 131
newly born child may 89
newly born child was 451
newly born child who 74
newly born child with 114
newly born human being 198
newly born lambs and 59
newly come hither with 111
newly made grave and 70
newly made grave was 52
newly rich people are 47
newly rich people who 64
niche from which they 94
niche into which she 56
niche into which they 184
niche into which you 51
niece anne while she 58
niece ever since her 41
niece kept house for 87
night among rocks and 41
night bird cried out 40
night came after day 60
night came again and 201
night came again they 52
night came alive with 220
night came fully ere 181
night came round them 47
night card games and 122
night card games with 40
night club owner and 58
night club owner who 103
night club where she 156
night club where they 325
night club which had 53
night club which was 86
night drug store and 137
night during sleep and 151
night during which all 54
night during which his 44
night during which one 40
night during which she 341
night during which they 212
night during world war 171
night even though she 320
night even though they 252
night even though you 87
night ever since she 77
night ever since you 99
night fell about them 46
night fell again and 45
night fell looking out 75
night fell quiet and 98
night fire broke out 292
night five months ago 120
night four months ago 165
night four weeks ago 88
night from paris and 46
night from people who 65
night from tower top 54
night from which all 48
night from which she 167
night from which they 223
night from which you 43
night full often hath 74
night gave chase with 40
night grew later and 93
night grew longer and 60
night grew older and 72
night hangs round him 44
night have found that 56
night have given way 46
night have slept with 76
night here after all 41
night here rather than 62
night into which she 59
night into which they 97
night just after she 58
night just after ten 40
night just after they 61
night just after you 80
night just waiting for 62
night kept people long 72
night kept watch and 67
night last night and 1207
night last night but 55
night last night for 50
night last night long 43
night last night than 80
night last night was 235
night last night with 135
night like stars and 46
night made hoary with 348
night mail train for 44
night making plans for 100
night many months ago 45
night maria moved not 40
night more black than 41
night more could not 167
night more drunk and 40
night more often than 198
night more pleasing than 41
night more times than 48
night most fitting that 351
night much later than 47
night nine months ago 113
night nine months long 105
night once again and 41
night orion urged his 59
night over cards and 43
night over field and 49
night over hills and 60
night over rough and 42
night sits staring and 46
night some months ago 212
night some weeks ago 182
night soon after her 70
night soon after his 435
night soon after our 95
night soon after she 80
night soon after that 237
night soon after they 93
night soon after this 370
night talk shows and 580
night talk shows are 121
night talk shows that 63
night their house was 65
night their sleep was 106
night there could not 125
night there rather than 129
night there waiting for 43
night there would not 443
night three miles and 76
night three months ago 469
night three weeks ago 581
night till about one 83
night till after new 44
night till broad day 51
night till morning and 56
night till night and 107
night upon which she 93
night upon which they 64
night very tired and 60
night were anything but 64
night were broad and 134
night were falling and 51
night were shady and 62
night were still too 58
night were still with 45
night were worse than 45
night were yelling and 46
night what money you 232
night when arthur and 51
night when david and 43
night when david had 41
night when david was 63
night when every bed 67
night when every man 44
night when every one 518
night when father was 141
night when first she 45
night when first they 49
night when first you 77
night when george was 76
night when harry was 41
night when henry had 44
night when herod was 80
night when james was 44
night when jesse ran 47
night when jesus was 459
night when jimmy was 58
night when mills and 47
night when moses led 79
night when mother and 61
night when mother was 108
night when others are 95
night when people are 420
night when peter was 78
night when rates are 52
night when sleep had 101
night when sleep was 113
night when sound was 48
night when stars are 90
night will carry you 44
night will guide thee 58
night will never end 245
night will solve them 54
night work shall not 49
night your dreams are 106
night your father and 169
night your father was 219
night your mother and 159
night your mother was 84
nipping their flesh with 75
noble acts which they 42
noble arab which was 87
noble beast which was 73
noble birth could not 73
noble birth rather than 61
noble birth would not 42
noble bust heaved with 50
noble city which had 51
noble city which was 44
noble dream which was 46
noble duke would not 43
noble elms which are 95
noble ends makes dying 184
noble ends rather than 55
noble feast which had 46
noble fire which has 87
noble gift which sir 77
noble girl could not 64
noble heart could not 47
noble ideal rather than 48
noble ideas which are 69
noble ideas which they 54
noble lady which hath 56
noble lady while his 65
noble life which had 55
noble life which has 72
noble line draws near 66
noble lord calling out 54
noble lord could not 414
noble lord knows that 50
noble lord unfit for 57
noble lord would not 759
noble mind could not 53
noble mind which had 76
noble mind would not 186
noble race which had 49
noble ship which way 50
noble tomb after death 100
noble tree springs out 58
noble work given them 42
noble work might not 50
noble work which has 96
noble work which she 43
noble work which they 88
noble work which you 94
noble young woman who 68
nodal areas above and 67
nodes from which new 52
nodes from which they 114
nodes into which they 113
nodes more often than 43
noise came again and 132
noise came nearer and 635
noise drew nearer and 151
noise from above and 88
noise from above was 60
noise from below and 53
noise from below was 60
noise from radios and 56
noise from which they 49
noise from within and 57
noise great locks that 40
noise grew worse and 51
noise have shown that 157
noise last night and 58
noise last night was 71
noise made about are 42
noise made about him 73
noise made about them 93
noise made about this 74
noise ratio model for 48
noise ratio rather than 95
noise ratio which can 167
noise ratio which may 53
noise ratio would not 42
noise will drown out 46
noise will fetch him 40
norms even though they 133
norms from which they 163
norms have given way 45
norms more often than 43
norms upon which they 96
noses were broad and 58
noted among women who 89
noted among women with 41
noted down about two 42
noted during world war 177
noted even though they 49
noted from table iii 128
noted from table vii 133
noted here again that 747
noted here since they 60
noted here though that 44
noted just above that 56
noted many times and 58
noted many times that 1154
noted more often than 152
noted much later that 40
noted once again how 61
noted once again that 2796
noted only where they 56
noted soon after his 65
noted their faces this 48
noted their names and 154
noted these facts and 74
noted when working with 75
noted years later that 332
noted your words and 43
notes also reveal that 48
notes also state that 142
notes bearing seven and 163
notes during class and 153
notes even though they 235
notes ever sweet and 77
notes fall where they 44
notes fell below par 40
notes from books and 178
notes from class and 60
notes from meeting with 51
notes from people who 313
notes from steel and 89
notes from under his 57
notes from which his 51
notes from which she 117
notes from which they 312
notes from which this 372
notes from which you 128
notes from women who 44
notes have nearly all 49
notes here given are 54
notes into bonds was 62
notes into shape for 47
notes made after each 67
notes more easily than 66
notes more often than 210
notes more sweet than 71
notes once again that 161
notes over which they 42
notes upon homer and 59
notes upon which his 66
notes upon which they 68
notes upon which this 88
notes were added and 51
notes were added for 55
notes were below par 48
notes were brief and 85
notes were dated and 46
notes were drawn out 105
notes were falling due 41
notes were found and 58
notes were given and 128
notes were given for 621
notes were given out 84
notes were given than 47
notes were given was 45
notes were mingled with 47
notes were sharp and 40
notes were short and 77
notes were spread out 86
notes were still being 55
notes were sweet and 89
notes were taken and 589
notes were taken for 315
notes were taken out 128
notes were taken with 79
notes were taxed out 196
notes were typed and 59
notes will allow you 71
notes will guide you 41
notes will point out 56
notion among people that 95
notion ever since that 40
notion from which all 73
notion from which they 61
notion only shows how 40
notion upon which all 51
notion upon which this 55
nouns from verbs and 519
nouns from which they 503
nouns into verbs and 377
nouns more often than 75
nouns name items that 56
nouns those cases are 41
novel also shows how 93
novel also shows that 250
novel during world war 40
novel form rather than 48
novel from which they 68
novel from which this 245
novel gets under way 76
novel ideas about how 122
novel ideas which are 60
novel into which she 41
novel like crime and 42
novel like pride and 75
novel like water for 337
novel more often than 43
novel must begin with 41
novel theory which may 52
novel upon which she 59
novel will reveal that 41
nurse also noted that 132
nurse also notes that 53
nurse came every day 84
nurse came looking for 41
nurse came running and 64
nurse came running out 258
nurse during world war 601
nurse even though she 65
nurse even though they 54
nurse just shook her 52
nurse more often and 60
nurse more often than 203
nurse must carry out 159
nurse must check for 47
nurse must check that 48
nurse must watch for 498
nurse went about her 56
nurse were waiting for 54
nurse when working with 117
nurse will allow you 42
nurse will carry out 126
nurse your souls for 56
nursing care costs are 46
nursing care costs for 55
nursing care could not 54
nursing care given and 194
nursing care hours and 136
nursing care hours per 632
nursing care needs and 406
nursing care needs are 198
nursing care needs for 83
nursing care plans and 1734
nursing care plans are 1284
nursing care plans can 196
nursing care plans for 1940
nursing care plans may 111
nursing care plans that 422
nursing care plans with 165
nursing care rather than 538
nursing care units and 43
nursing care which are 204
nursing care which can 138
nursing care which has 40
nursing care which she 107
nursing care which they 179
nursing care which was 53
nursing care would not 54
nursing care would you 105
nursing during world war 202
nursing home abuse and 165
nursing home after age 101
nursing home after being 85
nursing home after her 153
nursing home after his 127
nursing home after she 177
nursing home aides and 109
nursing home bills and 43
nursing home bills for 137
nursing home costs and 538
nursing home costs are 744
nursing home costs can 54
nursing home costs for 534
nursing home could not 278
nursing home every day 380
nursing home found that 135
nursing home parking lot 210
nursing home rather than 836
nursing home right now 122
nursing home setting and 291
nursing home setting are 113
nursing home setting for 91
nursing home setting may 115
nursing home staff and 1398
nursing home staff are 272
nursing home staff can 232
nursing home staff for 142
nursing home staff had 198
nursing home staff has 51
nursing home staff may 270
nursing home staff that 129
nursing home staff was 200
nursing home staff who 240
nursing home staff with 55
nursing home stays and 184
nursing home stays are 165
nursing home stays for 57
nursing home until her 142
nursing home until his 41
nursing home until she 119
nursing home until they 88
nursing home where her 547
nursing home where his 443
nursing home where she 4672
nursing home where they 709
nursing home where you 338
nursing home which had 47
nursing home which has 105
nursing home which was 267
nursing home while she 46
nursing home would not 425
nursing their beers and 42
nursing time spent with 57
